182 -33 -2234
183 -34 -2377
184 -35 -2520
185 -36 -2663
186 -37 -2806
187 -38 -2949
188 -39 -3092
189 -40 -3235
190 -41 -3378
191 -42 -3521
192 -43 -3664
193 -44 -3807
194 -45 -3950
195 -46 -4093
196 -47 -4236
197 -48 -4379
198 -49 -4522
199 -50 -4665
200 -51 -4808
201 -52 -4951
202 -53 -5094
203 -54 -5237
204 -55 -5380
205 -56 -5523
206 -57 -5666
207 -58 -5809
208 -59 -5952
209 -60 -6095
210 -61 -6238
211 -62 -6381
212 -63 -6524
213 -64 -6667
214 -65 -6810
215 -66 -6953
216 -67 -7096
217 -68 -7239
218 -69 -7382
219 -70 -7525
220 -71 -7668
221 -72 -7811
222 -73 -7954
223 -74 -8097
224 -75 -8240
225 -74 -8383
226 -73 -8546
227 -72 -8727
228 -71 -8862
229 -70 -8973
230 -69 -8988
231 -68 -9099
232 -67 -9188
233 -66 -9373
234 -65 -9616
235 -64 -9839
236 -63 -10080
237 -62 -10305
238 -61 -10534
239 -60 -10749
240 -59 -10852
241 -58 -10829
242 -57 -10694
243 -56 -10513
244 -55 -10350
245 -54 -10207
246 -53 -10064
247 -52 -9921
248 -51 -9778
249 -50 -9635
250 -49 -9492
251 -48 -9349
252 -47 -9206
253 -46 -9063
254 -45 -8920
255 -44 -8777
256 -43 -8634
257 -42 -8491
258 -41 -8348
259 -40 -8205
260 -39 -8062
261 -38 -7919
262 -37 -7776
263 -36 -7633
264 -35 -7490
265 -34 -7347
266 -33 -7204
267 -32 -7061
268 -31 -6918
269 -30 -6775
270 -29 -6632
271 -28 -6489
272 -27 -6346
273 -26 -6203
274 -25 -6060
275 -24 -5917
276 -23 -5774
277 -22 -5631
278 -21 -5488
279 -20 -5345
280 -19 -5202
281 -18 -5059
282 -17 -4916
283 -16 -4773
284 -15 -4630
285 -14 -4487
286 -13 -4344
287 -12 -4201
288 -11 -4058
289 -10 -3915
290 -9 -3772
291 -8 -3629
292 -7 -3486
293 -6 -3343
294 -5 -3200
295 -4 -3057
296 -3 -2914
297 -2 -2771
298 -1 -2628
299 0 -2485
300 1 -2342
301 2 -2199
302 3 -2056
303 4 -1913
304 5 -1770
305 6 -1627
306 7 -1484
307 8 -1341
308 9 -1198
309 10 -1055
310 11 -912
311 12 -769
312 13 -626
313 14 -483
314 15 -340
315 16 -197
316 17 -54
317 18 89
318 19 232
319 20 375
320 21 518
321 22 661
322 23 804
323 24 947
324 25 1090
325 26 1233
326 27 1376
327 28 1519
328 29 1662
329 30 1805
330 31 1948
331 32 2091
332 33 2234
333 34 2377
334 35 2520
335 36 2663
336 37 2806
337 38 2949
338 39 3092
339 40 3235
340 41 3378
341 42 3521
342 43 3664
343 44 3807
344 45 3950
345 46 4093
346 47 4236
347 48 4379
348 49 4522
349 50 4665
350 51 4808
351 52 4951
352 53 5094
353 54 5237
354 55 5380
355 56 5523
356 57 5666
357 58 5809
358 59 5952
359 60 6095
360 61 6238
361 62 6381
362 63 6524
363 64 6667
364 65 6810
365 66 6953
366 67 7096
367 68 7239
368 69 7382
369 70 7525
370 71 7668
371 72 7811
372 73 7954
373 74 8097
374 75 8240
375 74 8383
376 73 8546
377 72 8727
378 71 8862
379 70 8973
380 69 8988
381 68 9099
382 67 9188
383 66 9373
384 65 9616
385 64 9839
386 63 10080
387 62 10305
388 61 10534
389 60 10749
390 59 10852
391 58 10829
392 57 10694
393 56 10513
394 55 10350
395 54 10207
396 53 10064
397 52 9921
398 51 9778
399 50 9635
400 49 9492
401 48 9349
402 47 9206
403 46 9063
404 45 8920
405 44 8777
406 43 8634
407 42 8491
408 41 8348
409 40 8205
410 39 8062
411 38 7919
412 37 7776
413 36 7633
414 35 7490
415 34 7347
416 33 7204
417 32 7061
418 31 6918
419 30 6775
420 29 6632
421 28 6489
422 27 6346
423 26 6203
424 25 6060
425 24 5917
426 23 5774
427 22 5631
428 21 5488
429 20 5345
430 19 5202
431 18 5059
432 17 4916
433 16 4773
434 15 4630
435 14 4487
436 13 4344
437 12 4201
438 11 4058
439 10 3915
440 9 3772
441 8 3629
442 7 3486
443 6 3343
444 5 3200
445 4 3057
446 3 2914
447 2 2771
448 1 2628
449 0 2485
450 -1 2342
451 -2 2199
452 -3 2056
453 -4 1913
454 -5 1770
455 -6 1627
456 -7 1484
457 -8 1341
458 -9 1198
459 -10 1055
460 -11 912
461 -12 769
462 -13 626
463 -14 483
464 -15 340
465 -16 197
466 -17 54
467 -18 -89
468 -19 -232
469 -20 -375
470 -21 -518
471 -22 -661
472 -23 -804
473 -24 -947
474 -25 -1090
475 -26 -1233
476 -27 -1376
477 -28 -1519
478 -29 -1662
479 -30 -1805
480 -31 -1948
481 -32 -2091
482 -33 -2234
483 -34 -2377
484 -35 -2520
485 -36 -2663
486 -37 -2806
487 -38 -2949
488 -39 -3092
489 -40 -3235
490 -41 -3378
491 -42 -3521
492 -43 -3664
493 -44 -3807
494 -45 -3950
495 -46 -4093
496 -47 -4236
497 -48 -4379
498 -49 -4522
499 -50 -4665
500 -51 -4808
501 -52 -4951
502 -53 -5094
503 -54 -5237
504 -55 -5380
505 -56 -5523
506 -57 -5666
507 -58 -5809
508 -59 -5952
509 -60 -6095
510 -61 -6238
511 -62 -6381
512 -63 -6524
513 -64 -6667
514 -65 -6810
515 -66 -6953
516 -67 -7096
517 -68 -7239
518 -69 -7382
519 -70 -7525
520 -71 -7668
521 -72 -7811
522 -73 -7954
523 -74 -8097
524 -75 -8240
525 -74 -8383
526 -73 -8546
527 -72 -8727
528 -71 -8862
529 -70 -8973
530 -69 -8988
531 -68 -9099
532 -67 -9188
533 -66 -9373
534 -65 -9616
535 -64 -9839
536 -63 -10080
537 -62 -10305
538 -61 -10534
539 -60 -10749
540 -59 -10852
541 -58 -10829
542 -57 -10694
543 -56 -10513
544 -55 -10350
545 -54 -10207
546 -53 -10064
547 -52 -9921
548 -51 -9778
549 -50 -9635
550 -49 -9492
551 -48 -9349
552 -47 -9206
553 -46 -9063
554 -45 -8920
555 -44 -8777
556 -43 -8634
557 -42 -8491
558 -41 -8348
559 -40 -8205
560 -39 -8062
561 -38 -7919
562 -37 -7776
563 -36 -7633
564 -35 -7490
565 -34 -7347
566 -33 -7204
567 -32 -7061
568 -31 -6918
569 -30 -6775
570 -29 -6632
571 -28 -6489
572 -27 -6346
573 -26 -6203
574 -25 -6060
575 -24 -5917
576 -23 -5774
577 -22 -5631
578 -21 -5488
579 -20 -5345
580 -19 -5202
581 -18 -5059
582 -17 -4916
583 -16 -4773
584 -15 -4630
585 -14 -4487
586 -13 -4344
587 -12 -4201
588 -11 -4058
589 -10 -3915
590 -9 -3772
591 -8 -3629
592 -7 -3486
593 -6 -3343
594 -5 -3200
595 -4 -3057
596 -3 -2914
597 -2 -2771
598 -1 -2628
599 0 -2485
600 1 -2342
